518,812,364,846
517,816,367,848
525,816,358,846
516,823,361,842
518,818,358,838
515,816,358,832
517,814,364,826
517,815,367,827
521,814,367,833
514,812,367,832
512,813,364,830
513,813,365,830
511,812,363,834
516,807,360,848
512,808,365,847
511,801,363,853
509,801,364,853
509,802,365,852
510,801,367,850
508,800,366,847
512,800,364,851
510,804,362,855
510,796,362,852
511,797,362,851
506,798,361,847
510,797,364,846
509,797,366,860
511,798,368,857
512,799,360,862
514,793,359,861
510,790,362,858
510,791,359,857
510,793,359,856
509,793,359,856
510,796,358,857
509,794,359,855
513,795,358,856
505,788,356,857
510,791,362,858
518,794,360,864
512,797,365,857
512,794,361,855
510,794,359,854
511,799,358,852
510,813,352,847
508,815,362,838
512,813,358,832
509,807,358,834
508,809,360,855
509,809,361,854
510,810,363,855
510,811,360,856
511,810,361,855
510,810,361,862
511,812,362,861
512,811,360,858
512,816,360,855
514,813,360,858
508,812,359,853
508,812,359,852
509,812,358,860
507,815,357,864
507,813,356,862
506,814,357,858
508,809,354,856
508,814,356,854
509,815,355,852
509,810,356,852
509,812,355,851
508,813,358,850
511,813,354,841
513,819,356,841
508,821,357,841
509,821,355,841
524,820,355,841
524,821,355,841
528,822,356,844
525,820,355,843
523,818,356,842
524,819,356,844
521,818,356,845
523,818,355,840
521,818,355,842
521,819,358,841
521,816,355,839
522,813,358,841
523,819,357,836
523,817,358,839
523,815,357,835
526,821,359,838
525,823,358,838
527,819,361,838
526,817,359,842
530,821,357,836
547,820,360,835
545,813,360,838
528,812,358,844
524,812,358,842
524,815,360,863
523,820,358,893
522,815,353,867
522,813,354,841
520,813,344,838
519,811,345,821
520,811,342,810
517,808,343,805
517,815,344,803
518,807,340,812
521,807,342,829
514,810,350,829
515,806,350,828
513,806,349,812
516,801,346,824
515,800,342,836
515,801,345,826
517,803,344,827
515,804,343,833
514,801,341,839
511,806,339,846
515,809,338,846
519,814,337,847
518,814,335,846
518,815,335,841
514,815,335,848
519,815,335,839
521,815,335,834
520,816,336,835
514,816,331,753
510,815,332,811
515,817,337,808
514,818,356,733
528,816,363,749
525,817,365,714
528,818,362,731
534,817,365,733
528,815,363,728
535,815,359,707
519,816,361,687
517,814,362,683
517,814,358,680
515,813,355,689
518,816,349,687
519,810,352,689
514,807,349,681
515,804,347,677
517,805,342,687
517,805,343,674
521,806,347,669
524,806,347,671
514,806,346,674
513,803,348,673
514,803,346,694
516,802,354,715
517,803,358,704
520,805,358,703
518,803,359,746
513,803,359,725
508,803,357,728
512,803,358,711
520,804,352,712
513,805,350,720
514,805,350,725
512,802,350,720
511,802,349,715
513,803,348,714
516,802,349,713
515,801,348,712
515,801,348,710
521,804,348,712
517,803,346,689
515,802,347,687
519,801,347,687
517,801,347,687
518,805,347,686
519,798,348,683
519,796,348,684
510,795,347,683
511,794,347,680
507,794,347,680
506,795,346,679
510,795,351,680
511,795,351,688
508,793,351,685
510,790,349,689
510,795,349,690
508,802,352,688
507,796,351,688
505,796,351,685
513,797,350,683
514,796,351,686
518,808,352,684
517,808,355,696
518,805,360,687
516,802,366,672
516,802,363,678
519,804,364,683
