913,878,502,729
912,877,503,739
910,870,514,735
907,872,514,742
919,875,522,746
912,872,525,743
915,875,524,744
909,877,517,741
908,876,512,733
899,881,516,727
895,879,513,727
833,878,513,702
865,878,516,714
882,879,513,677
903,877,508,728
906,878,506,715
898,875,502,714
907,875,497,710
928,879,512,714
925,875,502,681
919,880,513,710
891,881,504,639
835,881,500,674
906,879,501,698
902,883,497,621
906,884,498,599
903,882,498,641
899,877,495,582
897,876,497,701
909,875,496,698
906,876,499,688
916,875,501,672
908,872,503,675
903,873,504,678
922,873,507,665
906,872,506,665
907,868,507,667
897,867,509,684
903,868,510,673
906,869,511,687
903,872,512,678
901,870,515,687
899,873,513,680
907,874,515,668
909,873,512,674
901,872,509,671
909,872,504,675
899,871,504,680
914,872,504,675
902,872,510,645
919,871,508,708
919,877,509,708
910,869,509,709
913,873,512,707
909,884,509,705
913,873,510,702
909,873,509,702
912,870,509,703
911,873,510,702
906,871,512,704
909,874,511,705
908,873,511,704
907,874,511,706
908,872,512,706
905,873,514,702
908,874,513,714
919,875,513,714
922,875,513,714
918,875,513,715
917,875,519,716
915,874,520,715
916,871,519,713
916,874,521,713
915,874,518,711
917,873,516,709
917,874,515,707
917,875,515,708
918,874,516,708
915,873,517,709
910,872,512,709
912,872,511,707
910,871,512,708
914,873,511,706
915,874,511,704
915,873,509,705
914,874,510,705
912,875,509,702
911,874,509,704
912,875,511,704
910,878,511,705
909,878,510,703
916,876,511,704
907,901,508,700
905,904,505,702
909,887,503,701
906,903,504,701
904,902,506,701
904,903,502,701
901,897,506,701
902,896,506,699
901,896,506,698
900,897,511,699
904,901,512,699
900,901,513,700
899,900,511,697
897,901,510,699
903,900,510,697
898,901,510,696
897,897,511,697
896,901,511,698
897,901,510,698
896,898,513,698
896,899,512,698
896,903,517,698
890,900,520,698
894,899,520,699
895,898,520,696
894,901,522,697
896,900,523,700
895,894,523,699
898,894,524,703
901,893,525,704
900,896,526,703
902,894,526,702
903,896,527,701
901,897,528,701
903,898,529,704
903,899,527,702
901,904,531,704
903,903,530,702
902,902,531,704
899,902,533,704
899,904,531,705
898,902,530,699
897,900,525,699
892,902,525,701
892,901,522,699
891,900,519,698
890,901,518,698
891,902,517,696
894,902,517,696
893,903,521,698
896,902,524,699
893,904,525,700
894,902,522,661
891,904,520,693
895,903,520,695
893,903,521,693
893,903,520,671
896,904,521,650
895,902,524,656
892,903,525,658
889,904,527,657
888,904,525,657
898,902,522,652
903,903,523,683
905,903,523,691
898,904,523,684
904,903,531,697
898,908,529,698
892,914,535,695
886,917,533,690
896,922,537,698
896,925,531,697
911,925,528,694
912,924,530,667
904,925,530,694
908,924,529,696
902,907,529,697
901,908,534,697
903,908,537,699
898,910,538,702
898,909,536,699
892,912,537,698
891,911,539,698
892,910,542,696
884,911,542,701
890,909,542,698
890,909,539,699
888,911,541,698
887,908,538,703
889,908,536,703
890,905,537,708
888,908,537,706
886,903,536,705
886,904,534,702
886,901,529,698
884,903,530,698
881,901,529,695
881,903,530,696
878,900,527,695
879,902,525,694
878,899,523,695
876,900,523,698
877,898,520,698
880,906,521,700
874,907,519,699
873,909,518,700
877,910,519,706
873,911,518,705
859,910,516,705
861,911,518,705
866,910,516,704
858,914,515,704
861,910,514,703
858,908,515,707
856,907,513,706
885,909,511,705
880,906,511,706
883,906,512,706
880,906,512,707
879,907,509,705
884,907,511,705
879,907,512,706
882,906,511,704
879,905,512,703
879,907,512,702
878,906,510,702
878,906,509,700
891,904,508,701
882,905,509,700
882,905,509,701
882,905,508,702
879,907,508,702
879,906,507,703
878,906,508,701
874,907,508,704
877,906,508,703
878,906,508,704
877,906,507,705
879,906,509,704
877,907,508,703
880,906,508,703
876,905,506,705
878,907,507,703
881,906,506,704
880,906,506,703
881,906,503,703
877,906,505,705
880,907,505,703
875,908,506,705
879,905,507,705
878,907,508,707
875,906,508,708
876,908,504,707
877,906,508,704
877,906,510,708
876,907,506,706
879,907,508,706
878,908,507,706
876,905,506,717
878,906,506,716
874,905,508,717
875,906,505,716
878,908,506,716
876,905,503,716
876,905,507,716
876,906,506,716
877,905,505,703
876,905,505,703
869,907,504,705
872,904,503,701
873,905,501,702
871,906,502,701
873,906,503,701
875,905,505,700
879,904,504,701
873,905,502,701
874,906,502,699
873,905,502,699
872,903,503,698
872,905,502,699
870,906,504,695
868,904,504,699
866,905,504,702
869,905,505,707
867,905,506,700
865,906,503,703
869,905,503,698
867,905,506,701
870,906,504,697
872,906,503,698
872,907,503,698
867,906,502,699
865,905,501,698
867,906,501,697
865,905,503,697
865,906,503,699
866,905,503,698
864,906,503,699
861,905,502,701
865,903,503,700
863,904,503,700
864,905,502,700
864,904,504,699
863,905,503,703
864,903,503,700
864,905,504,701
864,905,504,702
865,904,502,702
865,904,505,701
866,903,505,702
866,902,507,704
868,905,510,705
868,905,505,704
868,907,505,704
868,905,506,703
869,905,504,706
870,906,505,705
870,906,505,706
870,906,506,705
873,906,505,702
872,905,503,699
871,912,502,702
874,914,501,702
871,911,503,702
873,913,500,702
873,914,503,701
869,913,498,701
869,913,497,700
871,912,498,701
866,913,497,699
866,912,495,698
872,912,494,699
873,910,492,698
875,910,493,698
873,910,495,698
873,911,497,699
876,908,498,696
874,908,497,698
873,908,497,697
872,904,497,698
874,905,496,698
870,904,496,697
871,904,495,696
870,905,490,695
865,897,494,697
871,895,492,695
879,892,493,697
878,891,492,695
874,891,492,696
871,893,493,696
870,893,494,696
871,892,495,696
872,890,493,696
863,891,495,695
860,891,496,696
859,889,496,697
859,890,496,697
858,895,495,695
858,894,495,694
859,892,496,694
862,892,494,694
860,892,495,695
860,893,494,695
861,895,494,695
861,895,493,695
862,897,492,696
860,895,494,695
863,901,492,697
860,901,489,695
861,900,487,695
863,902,488,695
858,900,487,695
860,900,485,694
858,898,487,695
860,899,485,696
859,902,485,697
857,896,483,696
859,892,484,696
858,893,485,697
856,892,484,698
856,890,485,697
855,891,485,697
859,891,484,698
857,889,485,697
854,892,484,696
856,890,486,697
856,892,488,696
857,891,485,697
856,893,486,696
856,894,484,696
858,891,486,697
859,892,485,696
858,892,485,698
858,895,485,696
858,891,485,697
855,894,486,697
855,892,485,696
855,890,486,689
856,892,486,688
855,890,485,693
856,894,486,693
857,894,485,696
855,895,484,696
854,894,484,697
856,895,484,698
855,893,485,700
854,896,489,700
855,894,488,700
854,895,488,701
857,895,488,701
855,898,488,701
857,895,486,700
855,898,486,701
852,894,487,701
854,896,486,701
855,897,486,699
852,896,486,701
852,897,485,701
850,898,485,702
853,897,486,701
856,897,486,702
861,896,485,701
855,900,486,702
857,897,486,701
856,897,486,701
855,898,486,700
852,896,486,703
855,897,485,702
853,897,487,703
853,896,485,702
854,895,485,704
853,895,486,702
862,896,484,701
860,895,486,703
865,896,483,700
865,895,486,700
867,890,486,700
862,894,487,699
862,891,486,702
863,893,485,699
863,891,486,701
861,891,489,701
862,890,487,700
863,891,486,700
864,890,487,700
862,890,487,699
862,889,487,701
861,890,486,700
858,887,491,699
860,888,490,700
860,890,491,699
860,889,491,701
861,891,491,701
862,893,490,699
861,889,491,700
862,890,491,700
860,891,489,699
860,891,488,698
862,891,489,698
862,893,490,697
862,892,490,697
864,892,490,698
863,889,489,696
859,889,489,697
858,892,490,696
858,888,489,696
857,888,489,695
853,888,491,695
