886,718,528,939
885,718,530,945
887,718,532,947
886,715,533,946
887,717,539,946
888,720,539,948
888,717,539,954
886,718,541,950
889,721,538,955
886,716,516,962
889,720,500,963
888,722,494,964
890,723,483,949
884,724,477,942
885,721,487,943
887,723,501,938
885,722,496,940
885,719,493,933
885,717,495,936
884,718,516,936
886,718,520,937
885,718,524,939
886,720,527,933
885,718,521,933
886,722,514,935
883,723,531,937
883,728,537,943
882,728,530,948
881,728,545,939
883,727,541,939
881,728,550,941
883,730,542,953
883,728,549,954
882,727,536,954
880,727,536,953
879,726,531,942
880,727,544,945
879,726,538,938
879,727,538,938
878,729,537,937
878,728,533,937
879,724,532,934
883,728,531,934
881,728,517,934
880,725,519,934
881,723,511,936
878,723,507,934
878,721,514,933
879,717,514,937
878,719,515,933
877,718,513,932
877,710,513,933
875,712,512,933
875,708,508,933
876,710,506,933
877,711,506,933
876,710,506,931
875,710,503,933
876,708,503,931
875,713,503,931
873,714,505,932
873,712,516,932
875,709,511,929
876,708,517,928
877,707,518,924
880,709,517,928
880,708,528,926
881,710,526,927
880,708,531,927
880,717,534,926
879,716,533,926
880,717,533,925
881,715,531,923
878,716,533,926
878,714,532,926
877,715,531,929
879,713,530,929
887,712,524,973
876,714,539,949
878,717,530,952
880,718,524,949
878,716,523,947
879,716,523,949
880,718,516,926
880,722,521,932
878,724,534,938
881,725,535,938
883,725,532,930
883,728,528,928
881,728,528,928
881,730,527,924
883,732,528,948
880,731,539,947
881,732,539,948
879,732,539,952
878,731,538,952
876,732,539,936
877,734,543,930
880,732,540,927
878,736,543,936
878,734,544,934
879,734,544,933
878,736,542,929
877,737,545,936
877,736,547,936
877,737,546,932
878,735,546,934
878,737,547,936
878,736,543,947
879,733,544,950
877,733,547,948
878,732,548,938
876,733,555,949
878,744,539,936
877,749,536,945
876,745,540,960
876,744,539,956
876,744,538,957
876,741,537,937
878,741,536,941
878,739,534,946
876,739,531,943
875,740,532,945
876,739,534,942
876,740,534,944
877,741,535,940
876,740,536,938
876,739,537,941
874,740,535,940
875,739,536,946
875,739,537,934
875,740,536,938
876,741,537,939
874,749,535,937
874,745,534,944
875,742,534,937
873,740,533,937
875,741,532,939
874,740,534,938
872,740,533,930
873,739,533,929
872,740,532,930
872,741,534,931
873,731,532,936
875,728,534,947
878,729,533,944
874,732,536,940
875,733,543,947
874,724,547,952
873,711,546,944
872,708,546,941
873,710,546,943
873,713,547,944
873,712,549,945
872,713,549,944
873,710,548,944
874,714,550,938
873,714,550,938
874,711,546,941
872,710,546,938
871,710,545,936
871,708,547,937
871,707,544,938
871,709,546,940
872,706,545,942
872,704,545,937
870,709,547,935
873,709,548,936
871,709,547,950
872,709,547,943
873,710,546,955
873,708,548,955
875,709,557,957
872,709,556,947
871,709,557,946
872,708,558,948
872,708,556,964
871,708,549,953
875,709,546,946
871,708,547,947
872,708,548,954
871,707,549,942
871,707,547,943
871,710,543,947
873,710,541,952
872,712,542,946
873,715,540,943
874,713,542,944
874,712,529,945
880,710,537,946
880,710,531,946
881,710,527,950
881,707,526,938
880,707,524,938
878,709,525,938
879,708,517,941
878,709,522,943
877,709,530,933
880,709,528,940
881,709,517,942
880,709,515,934
882,708,525,953
880,708,542,955
874,708,527,955
874,709,515,959
874,708,515,956
873,707,511,952
871,707,510,956
873,707,511,950
872,706,512,942
872,707,512,933
874,707,512,952
869,705,519,952
870,704,520,941
871,708,524,937
869,709,521,943
869,710,523,937
871,709,523,933
869,707,523,938
864,707,523,931
863,705,522,929
859,707,523,925
858,707,522,932
860,707,523,919
862,707,522,928
864,706,523,929
861,707,528,917
860,707,531,921
860,709,533,922
860,708,535,921
862,708,535,923
861,708,537,924
866,708,542,924
866,708,550,892
865,706,550,895
868,706,558,897
868,706,557,937
869,707,560,939
869,705,559,949
868,706,544,946
869,702,540,948
867,703,535,945
867,702,537,946
867,703,533,943
867,703,534,941
868,702,532,942
871,703,532,940
868,703,531,931
877,703,513,937
883,697,542,948
879,698,520,955
881,690,530,953
878,689,526,925
876,687,526,927
872,696,525,920
876,697,525,916
876,696,524,916
874,697,523,921
872,696,515,919
874,697,510,919
874,693,507,921
873,694,496,915
873,695,497,920
873,693,503,929
873,694,484,928
875,696,496,933
874,692,494,930
875,700,491,927
875,696,491,929
871,697,496,944
873,695,489,936
873,695,489,938
871,699,486,937
871,700,487,935
870,699,491,938
870,698,495,935
869,699,495,936
870,700,492,941
871,698,495,940
869,700,498,939
869,699,508,937
868,699,510,939
871,702,500,930
868,702,500,935
870,698,500,937
868,697,499,935
867,697,502,933
869,694,505,933
873,689,507,930
875,684,510,933
875,682,517,932
876,682,517,933
875,680,511,930
873,681,509,931
872,681,507,930
873,681,509,929
872,680,509,930
871,681,507,931
872,681,506,930
872,679,503,930
873,680,504,931
876,679,504,930
876,680,503,928
875,682,501,936
875,680,502,937
874,680,504,932
877,681,512,932
880,681,511,934
876,682,510,933
875,682,508,930
875,681,506,927
875,681,508,928
877,691,508,929
875,689,504,925
875,692,502,924
875,690,501,925
871,688,497,922
875,690,493,927
875,689,500,925
874,691,499,925
874,690,499,920
874,689,499,918
875,689,501,921
872,687,498,924
874,686,497,921
874,685,498,920
875,683,499,923
872,672,495,924
872,668,497,923
871,668,501,924
872,667,504,924
872,669,501,919
870,668,501,912
871,667,495,911
869,665,496,916
874,666,492,915
873,667,488,916
870,667,483,916
869,666,482,917
868,665,481,916
869,666,479,906
870,666,478,910
869,667,480,908
