570,251,290,546
565,268,281,550
562,265,281,562
558,281,276,560
522,434,282,549
529,259,276,552
521,257,265,553
518,268,262,554
518,287,258,551
505,274,261,547
544,258,254,543
530,189,253,547
526,211,254,541
523,182,249,532
513,165,239,531
520,151,236,525
502,153,230,519
501,169,229,517
512,170,230,527
516,170,229,520
508,178,232,517
470,181,235,516
470,186,242,517
479,301,245,515
486,265,236,525
482,259,235,523
487,257,241,525
479,207,240,521
492,277,244,513
492,247,238,522
497,257,238,520
504,277,247,516
502,251,239,518
495,232,241,518
496,269,243,518
492,215,244,520
490,236,242,517
491,260,243,514
488,264,244,514
488,235,241,515
489,257,240,518
486,255,239,518
494,259,239,522
493,233,240,523
490,232,239,519
489,231,245,518
486,312,244,518
497,293,243,517
503,300,251,521
501,255,254,521
501,301,251,523
503,239,251,523
508,260,253,524
506,255,250,522
508,295,250,523
506,254,252,522
502,253,262,526
508,261,262,527
511,249,261,525
511,282,260,524
496,262,261,527
496,255,259,526
498,249,263,529
497,244,260,525
493,256,262,516
500,248,260,512
498,275,259,509
500,256,259,501
505,272,257,501
508,249,256,503
506,243,254,507
503,234,253,503
504,242,255,500
507,272,254,501
506,269,253,504
506,247,255,503
503,247,257,498
502,245,257,498
496,249,258,497
499,241,257,498
491,262,256,502
485,236,259,502
485,313,257,506
489,305,256,510
490,300,260,510
492,307,258,508
494,293,255,507
491,311,256,506
494,315,257,508
495,313,256,510
496,317,255,510
491,308,255,511
486,303,256,508
487,299,255,508
483,314,254,511
482,309,254,513
480,311,252,511
477,314,251,512
469,311,253,511
473,311,251,509
474,314,255,503
474,315,252,501
475,313,251,501
472,321,253,503
472,310,253,501
471,313,253,502
469,315,252,504
471,223,253,504
469,221,253,502
469,330,252,500
471,241,252,507
471,224,251,506
470,272,248,508
473,263,252,504
477,336,251,505
477,297,250,506
477,304,248,508
475,281,250,511
471,303,252,512
476,301,250,518
479,300,251,517
479,288,251,515
481,278,251,516
481,275,249,516
481,272,249,517
481,273,251,519
476,277,252,518
478,283,250,519
478,317,250,515
482,309,253,515
482,307,252,515
481,324,252,515
484,320,251,514
482,308,252,513
478,303,248,512
477,297,249,514
477,293,250,513
477,282,250,515
478,280,250,515
479,279,250,515
479,280,252,516
480,278,251,514
480,277,251,512
478,277,250,513
476,302,251,514
479,309,250,515
478,313,252,513
479,317,253,512
484,317,253,516
489,317,251,516
490,317,252,516
492,316,251,516
498,318,252,515
483,318,249,518
490,318,254,517
493,314,254,517
494,314,254,518
494,316,257,518
513,317,257,522
483,335,261,521
481,310,259,522
480,304,259,522
479,308,258,522
478,305,259,524
479,306,258,522
481,307,257,519
479,307,254,518
486,309,255,518
486,321,254,515
484,313,255,516
484,308,254,515
484,306,254,515
483,309,256,517
484,307,257,514
486,311,255,517
486,302,257,514
486,297,259,510
486,296,256,509
487,298,257,507
487,299,256,505
486,299,255,511
485,304,255,514
486,301,255,511
486,300,253,504
487,299,254,504
486,212,254,503
486,197,251,505
486,196,254,504
490,198,256,506
490,197,254,504
493,195,253,513
492,195,257,519
492,197,256,518
489,195,257,517
489,220,253,517
490,301,252,516
488,314,251,516
486,298,251,516
486,302,250,516
486,306,253,514
486,292,250,513
484,288,249,511
484,289,249,501
483,292,247,501
480,293,249,499
478,293,249,500
478,291,250,500
480,288,251,497
480,238,251,499
477,238,251,499
480,247,250,499
488,223,250,499
487,225,250,499
486,224,251,499
486,224,249,500
485,225,250,499
485,226,250,500
484,225,250,500
484,223,250,501
485,223,250,500
485,223,249,499
485,227,248,500
483,216,250,499
481,213,249,498
478,213,249,497
480,212,248,498
481,226,250,498
478,244,250,499
479,240,246,499
480,239,247,498
480,236,245,498
481,237,245,500
479,233,245,497
477,217,239,496
447,255,239,493
487,252,239,494
489,251,243,494
492,252,245,496
507,251,247,497
509,264,247,497
509,260,246,497
512,261,244,492
511,278,244,493
512,281,244,494
512,249,243,494
512,249,244,495
512,253,244,495
511,247,241,487
513,244,242,486
510,242,238,484
513,243,243,484
513,245,244,485
510,246,243,486
513,245,243,490
512,204,242,488
511,248,243,489
512,256,244,489
510,227,245,489
509,236,244,492
509,240,243,497
508,252,244,499
507,223,244,499
506,255,245,500
507,253,245,500
506,250,243,499
508,249,244,498
508,248,243,495
510,248,244,495
509,249,246,494
508,253,245,493
508,239,244,493
507,246,244,490
506,295,243,491
506,258,242,489
505,258,243,489
505,260,241,487
504,262,242,486
506,259,242,486
509,279,241,487
509,268,243,487
512,274,241,487
513,284,242,486
508,287,240,488
507,291,240,491
505,292,240,489
505,291,241,489
506,292,240,488
506,294,240,491
505,296,237,490
510,291,241,488
514,241,241,487
513,337,240,486
513,225,239,486
515,225,239,485
518,256,241,485
519,244,241,484
517,242,240,484
516,247,238,484
518,245,239,484
514,242,240,484
517,258,239,487
518,240,242,488
518,247,240,488
516,238,238,487
516,243,239,487
517,242,240,485
518,226,240,487
518,241,242,488
510,226,243,487
511,274,246,490
534,247,269,505
532,281,269,504
538,273,273,506
537,279,275,507
536,298,275,507
532,261,275,509
533,264,276,509
535,281,276,507
540,340,275,507
553,311,276,510
539,305,275,510
538,302,273,508
537,406,272,507
538,286,274,516
535,294,273,503
526,462,274,507
534,332,274,507
530,335,276,507
526,308,272,506
525,307,271,509
528,313,275,520
527,315,274,517
529,319,278,520
527,318,280,519
527,318,280,518
526,318,280,517
525,320,280,520
522,316,279,517
522,315,278,515
519,315,276,516
519,318,277,514
520,317,276,516
520,318,275,513
519,317,275,512
518,317,276,511
519,319,277,513
519,320,279,514
516,320,280,519
516,318,276,523
515,318,276,528
515,319,275,527
515,319,273,528
514,317,272,527
513,316,270,527
512,315,269,528
512,316,269,529
510,313,266,534
509,312,264,533
510,312,262,527
507,311,263,526
505,309,259,519
507,308,259,520
505,310,256,520
507,315,258,518
509,312,260,517
510,316,262,523
518,330,277,532
517,329,276,531
516,330,279,532
517,329,278,532
518,328,277,532
519,329,274,530
520,330,276,533
518,331,276,536
518,331,276,537
517,329,276,536
518,330,277,537
518,333,277,537
521,315,277,534
521,312,279,535
518,312,278,538
521,313,277,535
519,316,277,537
519,318,275,533
519,310,276,533
520,311,275,532
518,301,275,530
520,295,276,528
519,295,276,526
519,292,275,524
519,290,273,524
518,289,273,521
518,287,274,521
517,286,273,522
516,284,273,526
515,283,272,529
514,282,272,525
514,274,272,526
516,262,272,525
518,264,273,532
517,265,273,530
516,266,273,533
517,266,274,532
518,272,273,532
518,274,275,533
518,279,274,534
517,275,274,536
517,274,274,536
