Timestamp,Gesture,Sensor1,Sensor2,Sensor3,Sensor4
2025-04-03 19:08:30,gesture8,685,99,427,672
2025-04-03 19:08:30,gesture8,688,99,429,674
2025-04-03 19:08:30,gesture8,680,100,427,674
2025-04-03 19:08:30,gesture8,685,100,425,675
2025-04-03 19:08:30,gesture8,684,100,423,664
2025-04-03 19:08:31,gesture8,679,100,423,686
2025-04-03 19:08:31,gesture8,678,100,421,671
2025-04-03 19:08:31,gesture8,675,100,423,673
2025-04-03 19:08:31,gesture8,679,101,422,665
2025-04-03 19:08:31,gesture8,694,102,430,666
2025-04-03 19:08:31,gesture8,722,100,432,661
2025-04-03 19:08:31,gesture8,732,101,429,640
2025-04-03 19:08:31,gesture8,733,100,428,637
2025-04-03 19:08:31,gesture8,731,101,422,647
2025-04-03 19:08:31,gesture8,724,99,427,657
2025-04-03 19:08:31,gesture8,723,97,431,669
2025-04-03 19:08:31,gesture8,710,100,429,662
2025-04-03 19:08:31,gesture8,708,98,429,663
2025-04-03 19:08:31,gesture8,711,99,426,657
2025-04-03 19:08:31,gesture8,704,99,429,663
2025-04-03 19:08:31,gesture8,695,99,430,661
2025-04-03 19:08:31,gesture8,695,99,428,660
2025-04-03 19:08:31,gesture8,691,98,427,664
2025-04-03 19:08:31,gesture8,690,99,426,667
2025-04-03 19:08:32,gesture8,692,98,425,670
2025-04-03 19:08:32,gesture8,693,98,423,673
2025-04-03 19:08:32,gesture8,692,98,424,673
2025-04-03 19:08:32,gesture8,693,97,426,680
2025-04-03 19:08:32,gesture8,692,97,425,673
2025-04-03 19:08:32,gesture8,694,98,425,676
2025-04-03 19:08:32,gesture8,695,99,426,676
2025-04-03 19:08:32,gesture8,689,97,423,695
2025-04-03 19:08:32,gesture8,709,97,421,680
2025-04-03 19:08:32,gesture8,714,97,422,679
2025-04-03 19:08:32,gesture8,713,97,423,679
2025-04-03 19:08:32,gesture8,713,96,421,680
2025-04-03 19:08:32,gesture8,714,96,421,680
2025-04-03 19:08:32,gesture8,714,95,419,686
2025-04-03 19:08:32,gesture8,714,96,418,685
2025-04-03 19:08:32,gesture8,714,96,419,682
2025-04-03 19:08:32,gesture8,712,96,420,688
2025-04-03 19:08:32,gesture8,714,96,421,686
2025-04-03 19:08:33,gesture8,717,96,420,686
2025-04-03 19:08:33,gesture8,717,94,429,675
2025-04-03 19:08:33,gesture8,715,97,420,688
2025-04-03 19:08:33,gesture8,715,94,429,683
2025-04-03 19:08:33,gesture8,716,95,428,689
2025-04-03 19:08:33,gesture8,716,95,430,689
2025-04-03 19:08:33,gesture8,717,95,427,682
2025-04-03 19:08:33,gesture8,715,94,421,718
2025-04-03 19:08:33,gesture8,715,93,426,727
2025-04-03 19:08:33,gesture8,715,93,423,718
2025-04-03 19:08:33,gesture8,715,93,426,724
2025-04-03 19:08:33,gesture8,715,93,427,730
2025-04-03 19:08:33,gesture8,713,93,420,731
2025-04-03 19:08:33,gesture8,714,94,416,729
2025-04-03 19:08:33,gesture8,713,93,413,728
2025-04-03 19:08:33,gesture8,713,94,414,726
2025-04-03 19:08:33,gesture8,713,93,412,721
2025-04-03 19:08:33,gesture8,713,95,411,724
2025-04-03 19:08:33,gesture8,715,94,410,720
2025-04-03 19:08:34,gesture8,713,95,414,710
2025-04-03 19:08:34,gesture8,714,94,413,707
2025-04-03 19:08:34,gesture8,715,94,413,709
2025-04-03 19:08:34,gesture8,715,95,412,711
2025-04-03 19:08:34,gesture8,715,95,414,717
2025-04-03 19:08:34,gesture8,715,95,413,714
2025-04-03 19:08:34,gesture8,715,96,415,711
2025-04-03 19:08:34,gesture8,716,95,414,706
2025-04-03 19:08:34,gesture8,716,96,415,709
2025-04-03 19:08:34,gesture8,714,94,415,704
2025-04-03 19:08:34,gesture8,714,96,413,698
2025-04-03 19:08:34,gesture8,715,95,410,699
2025-04-03 19:08:34,gesture8,715,95,413,701
2025-04-03 19:08:34,gesture8,717,96,418,693
2025-04-03 19:08:34,gesture8,714,96,420,712
2025-04-03 19:08:35,gesture8,716,96,420,707
2025-04-03 19:08:35,gesture8,714,96,421,699
2025-04-03 19:08:35,gesture8,705,95,421,721
2025-04-03 19:08:35,gesture8,703,94,416,736
2025-04-03 19:08:35,gesture8,707,94,419,738
2025-04-03 19:08:35,gesture8,711,95,417,712
2025-04-03 19:08:35,gesture8,712,93,412,743
2025-04-03 19:08:35,gesture8,714,93,410,757
2025-04-03 19:08:35,gesture8,716,92,409,747
2025-04-03 19:08:35,gesture8,714,91,411,752
2025-04-03 19:08:35,gesture8,714,90,414,735
2025-04-03 19:08:35,gesture8,716,92,407,736
2025-04-03 19:08:35,gesture8,715,92,409,745
2025-04-03 19:08:35,gesture8,715,91,408,744
2025-04-03 19:08:35,gesture8,719,92,407,743
2025-04-03 19:08:35,gesture8,710,91,408,742
2025-04-03 19:08:35,gesture8,712,93,407,736
2025-04-03 19:08:35,gesture8,710,92,406,734
2025-04-03 19:08:35,gesture8,708,91,405,731
2025-04-03 19:08:36,gesture8,706,92,405,733
2025-04-03 19:08:36,gesture8,711,92,405,735
2025-04-03 19:08:36,gesture8,709,92,411,728
2025-04-03 19:08:36,gesture8,709,91,407,738
2025-04-03 19:08:36,gesture8,710,92,410,730
2025-04-03 19:08:36,gesture8,711,92,408,736
2025-04-03 19:08:36,gesture8,709,90,407,730
2025-04-03 19:08:36,gesture8,709,91,411,729
2025-04-03 19:08:36,gesture8,710,90,410,725
2025-04-03 19:08:36,gesture8,712,90,411,751
2025-04-03 19:08:36,gesture8,693,90,412,733
2025-04-03 19:08:36,gesture8,693,90,414,717
2025-04-03 19:08:36,gesture8,671,89,416,711
2025-04-03 19:08:36,gesture8,665,89,416,689
2025-04-03 19:08:36,gesture8,679,90,417,693
2025-04-03 19:08:36,gesture8,691,93,418,679
2025-04-03 19:08:36,gesture8,691,91,421,673
2025-04-03 19:08:36,gesture8,689,93,420,679
2025-04-03 19:08:36,gesture8,687,92,423,674
2025-04-03 19:08:36,gesture8,690,91,417,675
2025-04-03 19:08:37,gesture8,690,92,420,675
2025-04-03 19:08:37,gesture8,692,92,419,676
2025-04-03 19:08:37,gesture8,694,92,419,661
2025-04-03 19:08:37,gesture8,696,90,419,665
2025-04-03 19:08:37,gesture8,695,90,418,684
2025-04-03 19:08:37,gesture8,668,91,418,693
2025-04-03 19:08:37,gesture8,694,90,417,701
2025-04-03 19:08:37,gesture8,689,90,419,695
2025-04-03 19:08:37,gesture8,687,90,418,698
2025-04-03 19:08:37,gesture8,682,90,415,696
2025-04-03 19:08:37,gesture8,710,90,418,708
2025-04-03 19:08:37,gesture8,711,90,414,704
2025-04-03 19:08:37,gesture8,712,91,418,706
2025-04-03 19:08:37,gesture8,712,93,417,697
2025-04-03 19:08:37,gesture8,713,91,414,699
2025-04-03 19:08:37,gesture8,713,91,415,700
2025-04-03 19:08:37,gesture8,714,92,417,693
2025-04-03 19:08:38,gesture8,713,93,419,695
2025-04-03 19:08:38,gesture8,714,92,416,696
2025-04-03 19:08:38,gesture8,714,92,416,697
